symbol,Name,Currency,SIC Code,NAICS Code,Business Description,Industry,Country,State,City,CIK Code,Company Website,Enterprise Value (in $),Revenue (in $),COGS (in $),Gross Profit (in $,EBITDA (in $),Operating Profit (in $),Other Expenses (in $),Operating Expenses (in $),Net Income (in $),Cash (in $),Accounts Receivables (in $),Inventories (in $),Other Current Assets (in $),Total Current Assets (in $),Fixed Assets (in $),PPE (in $),Total Assets (in $),Accounts Payable (in $),Short Term Debt (in $),Long Term Debt (in $),Other Current Liabilities (in $),Total Current Liabilities (in $),Other Liabilities (in $),Total Liabilities (in $),Net Worth (in $),Total Liabilities & Equity (in $),,Revenue (in %),COGS (in %),Gross Profit (in %),EBITDA (in %),Operating Profit (in %),Other Expenses (in %),Operating Expenses (in %),Net Income (in %),Cash (in %),Accounts Receivables (in %),Inventories (in %),Other Current Assets (in %),Total Current Assets (in %),Fixed Assets (in %),PPE (in %),Total Assets (in %),Accounts Payable (in %),Short Term Debt (in %),Long Term Debt (in %),Other Current Liabilities (in %),Total Current Liabilities (in %),Other Liabilities (in %),Total Liabilities (in %),Net Worth (in %),Total Liabilities & Equity (in %)
SEDG,"SolarEdge Technologies, Inc.",USD,3674,-,"SolarEdge Technologies, Inc., together with its subsidiaries, designs, develops, and sells direct current (DC) optimized inverter systems for solar photovoltaic (PV) installations worldwide.",Semiconductor and Related Device Manufacturing ,Israel,0,Herzliya,CIK_0001419612,www.solaredge.com,4586.64303,2976.528,2249.551,726.977,120.555,63.359,40.894,2913.169,34.329,551.122,939.545,1177.805,0,3363.467,0,672.15,4651.154,399.274,0,626.647,199.975,876.651,570.547,2160.748,2490.406,4651.154,,1,0.755763426,0.244236574,0.040501887,0.02128621,0.013738826,0.97871379,0.011533236,0.118491454,0.202002557,0.253228554,0,0.723146772,0,0.144512523,1,0.085844072,0,0.13472936,0.042994706,0.188480321,0.122667837,0.464561698,0.535438302,1
ALXO,ALX Oncology Holdings Inc.,USD,2836,-,"ALX Oncology Holdings Inc., a clinical-stage immuno-oncology company, focuses on developing therapies for cancer patients in the United States.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,South San Francisco,"CIK_0001810182,CIK_0001642930",www.alxoncology.com,566.82211,0,0,0,-153.74,-154.474,0.178,154.474,-146.042,19.584,0,0,0,199.071,0,9.808,220.107,13.001,0,9.575,12.742,35.142,2.007,51.355,168.752,220.107,,-,-,-,-,-,-,-,-,0.088974908,0,0,0,0.904428301,0,0.044560146,1,0.059066727,0,0.04350157,0.057890026,0.159658711,0.009118292,0.233318341,0.766681659,1
KTRA,"Kintara Therapeutics, Inc.",USD,2836,-,"Kintara Therapeutics, Inc., a clinical stage drug development company, focuses on developing and commercializing anti-cancer therapies to treat cancer patients.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,San Diego,CIK_0001498382,www.kintara.com,10.96657,0,0,0,-10.572,-10.632,0,10.632,-10.584,0.216,0,0,0,0.783,0,0.694,1.477,2.998,0,0,0.338,3.336,0.167,3.503,-2.026,1.477,,-,-,-,-,-,-,-,-,0.146242383,0,0,0,0.530128639,0,0.469871361,1,2.029790115,0,0,0.228842248,2.258632363,0.113067028,2.371699391,-1.371699391,1
TKNO,"Alpha Teknova, Inc.",USD,2836,-,"Alpha Teknova, Inc. produces critical reagents for the research, discovery, development, and commercialization of novel therapies, vaccines, and molecular diagnostics.",Biological Product (except Diagnostic) Manufacturing ,United States,CA,Hollister,CIK_0001850902,www.teknova.com,150.64662,36.708,25.637,11.071,-26.516,-31.458,0.436,68.166,-39.418,32.079,5.16,11.468,0.033,51.078,0,68.659,138.385,1.422,0,13.168,0.134,8.339,1.353,38.733,99.652,138.385,,1,0.698403618,0.301596382,-0.722349352,-0.856979405,0.01187752,1.856979405,-1.073825869,0.231809806,0.037287278,0.082870253,0.000238465,0.369100697,0,0.496144813,1,0.01027568,0,0.095154822,0.000968313,0.060259421,0.009777071,0.279893052,0.720106948,1
VISL,"Vislink Technologies, Inc.",USD,4899,-,"Vislink Technologies, Inc. provides solutions for collecting live news, sports, entertainment, and news events for the broadcast markets in North America, Europe, Asia, South America, and internationally.",Taxi and Ridesharing Services ,United States,NJ,Mount Olive,CIK_0001565228,www.vislink.com,-7.50264,27.063,16.962,10.101,-12.006,-13.216,0.019,40.279,-12.261,7.24,7.407,13.537,0,41.137,0,2.478,47.771,3.131,0,0,2.205,7.714,0.6,9.137,38.634,47.771,,1,0.626759783,0.373240217,-0.443631526,-0.488342017,0.000702066,1.488342017,-0.453053985,0.151556384,0.155052228,0.283372758,0,0.861129137,0,0.051872475,1,0.065541856,0,0,0.046157711,0.161478721,0.012559921,0.191266668,0.808733332,1
EAR,"Eargo, Inc.",USD,3842,-,"Eargo, Inc., a medical device company, engages in enhancing the quality of life of people with hearing loss in the United States.",Sanitary Paper Product Manufacturing ,United States,CA,San Jose,CIK_0001719395,eargo.com,787583.8399,759328,516618,242710,112616,86026,-1,673302,60283,46.023,1.012,4.386,1.923,56.692,0,11.711,69.753,5.047,0,0,8.734,17.594,0,24.624,45.129,69.753,,1,0.68036211,0.31963789,0.148310085,0.113292279,-1.31695E-06,0.886707721,0.079389934,0.659799579,0.014508337,0.062879016,0.027568707,0.812753573,0,0.16789242,1,0.072355311,0,0,0.125213252,0.252232879,0,0.353017075,0.646982925,1
HOLX,"Hologic, Inc.",USD,3844,-,"Hologic, Inc. develops, manufactures, and supplies diagnostics products, medical imaging systems, and surgical products for women's health through early detection and treatment.",Irradiation Apparatus Manufacturing ,United States,MA,Marlborough,CIK_0000859737,www.hologic.com,17313.6002,3969.3,1548.4,2420.9,1247.4,921.5,8.2,3047.8,515.1,2722.5,625.6,617.6,51.9,4184.5,0,579.7,9139.3,175.2,0,2531.2,269.7,1207.3,321.5,4122.4,5016.9,9139.3,,1,0.390093971,0.609906029,0.314261961,0.232156803,0.002065855,0.767843197,0.129770992,0.297889335,0.068451632,0.067576291,0.005678772,0.457857823,0,0.063429365,1,0.019169958,0,0.276957754,0.029509919,0.132099833,0.035177749,0.451062992,0.548937008,1
CLLS,Cellectis S.A.,USD,2836,-,"Cellectis S.A., a clinical stage biotechnological company, develops immuno-oncology products based on gene-edited T-cells that express chimeric antigen receptors to target and eradicate cancer cells.",Biological Product (except Diagnostic) Manufacturing ,France,0,Paris,CIK_0001627281,www.cellectis.com,213.59585,24.525,1.261,23.264,-62.822,-73.495,8.354,98.02,-85.01,67.358,0.393,0,0.258,96.494,0,95.92,209.7,20.476,0,26.573,2.317,43.953,19.235,133.577,76.123,209.7,,1,0.051416922,0.948583078,-2.561549439,-2.996738022,0.340632008,3.996738022,-3.466258919,0.321211254,0.001874106,0,0.001230329,0.460152599,0,0.457415355,1,0.097644254,0,0.126719123,0.011049118,0.209599428,0.091726276,0.636990939,0.363009061,1
LFVN,LifeVantage Corporation,USD,2834,-,"LifeVantage Corporation engages in the identification, research, development, formulation, and sale of advanced nutrigenomic activators, dietary supplements, nootropics, pre- and pro-biotics, weight management, skin and hair care, bath and body, and targeted relief products.",Pharmaceutical Preparation Manufacturing ,United States,UT,Lehi,CIK_0000849146,www.lifevantage.com,71.99832,210.95,42.933,168.017,7.74,4.09,-0.02,206.86,2.961,18.405,2.504,15.706,0,41.901,0,19.111,66.604,6.763,0,0,1.522,24.699,0.151,37.31,29.294,66.604,,1,0.203522162,0.796477838,0.036691159,0.019388481,-9.48092E-05,0.980611519,0.014036502,0.276334755,0.03759534,0.235811663,0,0.62910636,0,0.286934719,1,0.101540448,0,0,0.02285148,0.370833584,0.002267131,0.560176566,0.439823434,1
AVT,"Avnet, Inc.",USD,5065,-,"Avnet, Inc., distributes electronic component technology.",Other Electronic Parts and Equipment Merchant Wholesalers ,United States,AZ,Phoenix,CIK_0000008858,www.avnet.com,7692.6893,25609.789,22525.63,3084.159,1183.296,1095.661,-14.83,24514.128,669.88,278.679,4679.691,5755.051,17.171,10911.141,0,691.628,12646.462,3445.711,0,3101.903,60.59,4290.378,244.853,7823.879,4822.583,12646.462,,1,0.879571089,0.120428911,0.046204832,0.042782898,-0.000579075,0.957217102,0.026157185,0.022036124,0.370039541,0.455072019,0.001357771,0.862782097,0,0.054689446,1,0.272464425,0,0.245278324,0.004791063,0.3392552,0.019361383,0.618661488,0.381338512,1
ELVN,"Enliven Therapeutics, Inc.",USD,2834,-,"Enliven Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on the discovery and development of small molecule inhibitors to help patients with cancer.",Pharmaceutical Preparation Manufacturing ,United States,CO,Boulder,CIK_0001672619,www.enliventherapeutics.com,307.22771,0,0,0,-69.38,-69.663,-0.013,69.663,-61.764,73.847,0,0,0,268.606,0,1.204,274.041,1.493,0,0,0.368,12.079,0.214,12.293,261.748,274.041,,-,-,-,-,-,-,-,-,0.269474276,0,0,0,0.980167201,0,0.004393503,1,0.00544809,0,0,0.001342865,0.044077346,0.000780905,0.044858251,0.955141749,1
CMCT,Creative Media & Community Trust Corporation,USD,6798,-,"Creative Media & Community Trust Corporation (formerly known as CIM Commercial Trust Corporation) (the ""Company""), is a Maryland corporation and real estate investment trust (""REIT"").",Other Financial Vehicles ,United States,TX,Dallas,CIK_0000908311,www.creativemediacommunity.com,959.73435,116.699,63.566,53.133,40.704,-10.523,-3.42,127.222,-39.147,19.261,19.596,0,23.95,123.211,0,708.178,898.056,32.731,0,469.473,0,39.614,13.709,522.796,375.26,898.056,,1,0.544700469,0.455299531,0.348794763,-0.090172152,-0.029306164,1.090172152,-0.335452746,0.021447438,0.021820466,0,0.026668716,0.137197458,0,0.788567751,1,0.036446502,0,0.522765841,0,0.044110835,0.015265195,0.582141871,0.417858129,1
NKTR,Nektar Therapeutics,USD,2834,-,"Nektar Therapeutics, a biopharmaceutical company, focuses on discovering and developing medicines in the field of immunotherapy in the United States and internationally.",Pharmaceutical Preparation Manufacturing ,United States,CA,San Francisco,CIK_0000906709,www.nektar.com,-143.58463,88.26,32.718,55.542,-136.109,-145.454,0,233.714,-293.665,64.921,2.204,15.13,2.014,399.025,0,38.696,442.244,3.288,0,0,7.068,52.112,128.571,282.876,159.368,442.244,,1,0.370700204,0.629299796,-1.542136868,-1.648017222,0,2.648017222,-3.327271697,0.146799052,0.004983674,0.034211883,0.004554047,0.902273406,0,0.087499209,1,0.00743481,0,0,0.015982128,0.117835403,0.290724125,0.639637847,0.360362153,1
IMOS,ChipMOS TECHNOLOGIES INC.,USD,3679,-,"ChipMOS TECHNOLOGIES INC. researches, develops, manufactures, and sells high-integration and high-precision integrated circuits, and related assembly and testing services in the People’s Republic of China, Japan, Singapore, and internationally.",Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,Taiwan,0,Hsinchu,CIK_0001123134,www.chipmos.com,35678.67532,21356.228,17806.803,3549.425,6397.563,1899.257,88.635,19456.971,1893.428,11312.031,5819.996,2703.561,0,20076.065,0,19847.228,45077.632,759.071,0,12913.995,893.276,6269.579,549.72,20602.743,24474.889,45077.632,,1,0.833799068,0.166200932,0.299564277,0.088932231,0.004150312,0.911067769,0.088659289,0.250945547,0.129110509,0.059975666,0,0.445366451,0,0.440289942,1,0.016839194,0,0.286483438,0.019816391,0.139084036,0.012194962,0.457050251,0.542949749,1
PRST,"Presto Automation, Inc.",USD,3578,-,Presto Automation Inc. engages in the provision of artificial intelligence (AI) and automation solutions to the restaurant enterprise technology industry in the United States.,Commercial and Service Industry Machinery Manufacturing ,United States,CA,San Carlos,CIK_0001822145,presto.com,89.80646,21.204,18.248,2.956,-49.927,-52.607,-32.178,73.811,-64.922,3.285,1.841,0.52,11.852,18.157,0,0.632,34.14,1.951,0,1.5,1.191,63.47,5.174,70.213,-36.073,34.14,,1,0.860592341,0.139407659,-2.354602905,-2.480994152,-1.51754386,3.480994152,-3.061780796,0.096221441,0.053925015,0.0152314,0.347158758,0.531839484,0,0.018512009,1,0.057147042,0,0.043936731,0.034885764,1.859109549,0.151552431,2.056619801,-1.056619801,1
BDSI,"BioDelivery Sciences International, Inc.",USD,2834,-,"BioDelivery Sciences International, Inc., a specialty pharmaceutical company, engages in the development and commercialization of pharmaceutical products for chronic conditions in the United States and internationally.",Pharmaceutical Preparation Manufacturing ,United States,NC,Raleigh,CIK_0001103021,www.bdsi.com,0,166.703,23.373,143.33,44.548,37.124,-0.006,129.579,84.86,114.309,56.867,23.711,0,202.065,0,1.741,324.596,8.114,0,54.177,9.457,82.378,0,136.774,187.822,324.596,,1,0.140207435,0.859792565,0.267229744,0.222695452,-3.59922E-05,0.777304548,0.509049027,0.352157759,0.175193163,0.073047727,0,0.622512292,0,0.00536359,1,0.024997227,0,0.166905938,0.029134678,0.253786245,0,0.421366868,0.578633132,1
TRVN,"Trevena, Inc.",USD,2836,-,"Trevena, Inc., a biopharmaceutical company, focuses on the development and commercialization of novel medicines for patients affected by central nervous system disorders.",Biological Product (except Diagnostic) Manufacturing ,United States,PA,Chesterbrook,CIK_0001429560,www.trevena.com,11.31847,3.207,0.616,2.591,-34.157,-34.488,5.213,37.695,-30.766,34.952,0.179,0.9,0,39.478,0,5.072,45.133,1.545,0,29.642,0,6.156,1.097,41.584,3.549,45.133,,1,0.192079825,0.807920175,-10.65076395,-10.75397568,1.625506704,11.75397568,-9.593389461,0.774422263,0.003966056,0.019941063,0,0.874703654,0,0.112378969,1,0.034232158,0,0.656769991,0,0.136396871,0.02430594,0.921365741,0.078634259,1
EYEG,"EyeGate Pharmaceuticals, Inc.",USD,2834,-,"Kiora Pharmaceuticals, Inc., a clinical-stage specialty pharmaceutical company, develops and commercializes therapies for the treatment of ophthalmic diseases in the United States.",Pharmaceutical Preparation Manufacturing ,United States,CA,Encinitas,CIK_0001372514,www.kiorapharma.com,-1.36491,0,3.75701,-3.75701,-10.26341,-10.31756,0.08935,10.31756,-12.74374,5.4005,0,0,0.12254,6.98298,0,0.05734,15.89644,0.12541,0,0,0.495,2.10085,5.69163,7.79247,8.10397,15.89644,,-,-,-,-,-,-,-,-,0.339730153,0,0,0.007708644,0.439279486,0,0.003607097,1,0.007889188,0,0,0.031139047,0.132158521,0.358044317,0.490202209,0.509797791,1
KZIA,Kazia Therapeutics Limited,USD,2834,-,"Kazia Therapeutics Limited operates as a biotechnology company, develops anti-cancer drugs.",Pharmaceutical Preparation Manufacturing ,Australia,NSW,Sydney,"CIK_0001075880,CIK_0001055886",www.kaziatherapeutics.com,9.29326,0.00056,0,0.00056,-22.27707,-24.14653,0,24.14708,-20.46518,5.2412,0.00061,0,3.79351,10.77282,0,0,28.08518,0.85731,0,0,0.75,7.56525,8.46938,16.03463,12.05055,28.08518,,1,0,1,-39780.48214,-43118.80357,0,43119.78571,-36544.96429,0.186617996,2.17196E-05,0,0.135071593,0.383576676,0,0,1,0.030525352,0,0,0.026704475,0.269368044,0.301560467,0.570928511,0.429071489,1
SWKH,SWK Holdings Corporation,USD,6159,-,"SWK Holdings Corporation, a specialty finance company that focuses on the healthcare sector.",Sales Financing ,United States,TX,Dallas,CIK_0001089907,www.swkhold.com,0,33.816,4.613,29.203,-,14.578,0,19.238,15.875,31.034,223.604,0,4.506,264.852,0,5.479,315.845,2.738,0,0,0.03,24.768,13.512,38.28,277.565,315.845,,1,0.136414715,0.863585285,-,0.431097705,0,0.568902295,0.46945233,0.098257056,0.707954851,0,0.014266491,0.838550555,0,0.017347116,1,0.008668809,0,0,9.49833E-05,0.078418211,0.042780478,0.121198689,0.878801311,1
CIL,VictoryShares International Volatility Wtd ETF,USD,6159,-,"Compagnie Internationale de Leasing S.A. engages in the finance leasing, stock market intermediation, and private equity businesses in Tunisia.",Sales Financing ,Tunisia,0,Tunis,0,cileasing.tn,0,33.03513,0.42318,32.61195,-,22.13991,0.23339,10.89522,17.22969,23.00087,519.1461,0,51.002,593.20554,0,8.82859,643.60473,57.33821,0,214.08699,0,237.912,17.35538,526.02103,117.5837,643.60473,,1,0.01281,0.98719,-,0.670192913,0.007064903,0.329807087,0.521556597,0.035737571,0.806622568,0,0.07924429,0.921692325,0,0.01371741,1,0.089089168,0,0.332637378,0,0.369655456,0.026965899,0.817304481,0.182695519,1
RFIL,"RF Industries, Ltd.",USD,3678,-,"RF Industries, Ltd., together with its subsidiaries, designs, manufactures, and markets interconnect products and systems in the United States, Canada, Italy, Mexico, and internationally.",Electronic Connector Manufacturing ,United States,CA,San Diego,CIK_0000740664,www.rfindustries.com,57.66127,72.168,52.631,19.537,-0.464,-2.897,-0.453,75.065,-3.078,4.063,9.293,20.204,0.585,34.84,0,16.929,78.056,2.702,0,11.325,1.05,12.051,0,37.652,40.404,78.056,,1,0.729284447,0.270715553,-0.006429442,-0.040142445,-0.00627702,1.040142445,-0.042650482,0.052052373,0.11905555,0.258839807,0.007494619,0.446346213,0,0.216882751,1,0.034616173,0,0.145088142,0.013451881,0.154389157,0,0.482371631,0.517628369,1
UEIC,Universal Electronics Inc.,USD,3651,-,"Universal Electronics Inc. designs, develops, manufactures, and sells pre-programmed and universal control products, audio-video (AV) accessories, and intelligent wireless security and smart home products for video services, consumer electronics, security, home automation, climate control, and home appliance markets.",Audio and Video Equipment Manufacturing,United States,AZ,Scottsdale,CIK_0000101984,www.uei.com,152.86462,420.457,315.174,105.283,-1.561,-24.488,-2.621,444.945,-98.238,60.079,114.452,93.462,0,282.391,0,64.39,378.34,54.776,0,0,6.848,182.518,2.742,196.813,181.527,378.34,,1,0.749598651,0.250401349,-0.003712627,-0.05824139,-0.006233693,1.05824139,-0.233645771,0.158796321,0.302510969,0.24703177,0,0.746394777,0,0.170190834,1,0.144779828,0,0,0.018100122,0.482417931,0.007247449,0.520201406,0.479798594,1
LX,LexinFintech Holdings Ltd.,USD,6141,-,"LexinFintech Holdings Ltd., through its subsidiaries, provides online consumer finance services in the People’s Republic of China.",Credit Card Issuing ,China,0,Shenzhen,"CIK_0001721775,CIK_0001708259",www.lexin.com,871.63004,12597.912,2541.187,10056.725,1780.4575,1682.374,103.601,10915.538,1355.264,2527.065,5531.882,57.284,4713.139,18579.122,0,428.024,23707.85,14.533,0,1200.346,3110.68,12616.418,68.14,13935.947,9771.903,23707.85,,1,0.201714935,0.798285065,0.141329571,0.133543876,0.008223664,0.866456124,0.107578462,0.106591909,0.233335456,0.002416246,0.198800777,0.783669628,0,0.018054104,1,0.000613004,0,0.05063074,0.131208861,0.532162048,0.002874153,0.587819941,0.412180059,1
CFMS,"Conformis, Inc.",USD,3842,-,"Conformis, Inc., a medical technology company, develops, manufactures, and sells patient-specific products and instrumentation.",Sanitary Paper Product Manufacturing ,United States,MA,Billerica,"CIK_0001305773,CIK_0001470962",www.conformis.com,0,57.064,38.115,18.949,-36.71,-40.443,0,97.507,-41.5,26.182,7.797,19.024,0,54.619,0,12.614,67.781,3.584,0,20.639,0.585,10.772,0.336,35.756,32.025,67.781,,1,0.667934249,0.332065751,-0.643312772,-0.708730548,0,1.708730548,-0.72725361,0.386273439,0.115032236,0.280668624,0,0.805815789,0,0.186099349,1,0.052876175,0,0.30449536,0.008630737,0.158923592,0.004957141,0.527522462,0.472477538,1
KNSA,"Kiniksa Pharmaceuticals, Ltd.",USD,2836,-,"Kiniksa Pharmaceuticals, Ltd., a biopharmaceutical company, focuses on discovering, acquiring, developing, and commercializing therapeutic medicines for patients suffering from debilitating diseases with significant unmet medical needs worldwide.",Biological Product (except Diagnostic) Manufacturing ,Bermuda,0,Hamilton,CIK_0001730430,www.kiniksa.com,1045.61473,248.748,77.64,171.108,-16.827,-19.23,6.969,267.978,-6.692,117.828,3.041,25.583,0,256.109,0,13.586,483.063,1.012,0,0,8.994,53.468,13.817,77.936,405.127,483.063,,1,0.312123113,0.687876887,-0.067646775,-0.077307154,0.028016306,1.077307154,-0.026902729,0.243918495,0.006295245,0.052959966,0,0.530177223,0,0.028124696,1,0.002094965,0,0,0.018618689,0.110685356,0.028602894,0.161337134,0.838662866,1
PME,Pingtan Marine Enterprise Ltd.,USD,7373,-,"Pro Medicus Limited engages in the development and supply of healthcare imaging software and services to hospitals, diagnostic imaging groups, and other related health entities in Australia, North America, and Europe.",Computer Systems Design Services ,Australia,VIC,Richmond,0,www.promed.com.au,9890.30539,142.123,0.43,141.693,96.077,95.795,0.001,46.328,69.709,91.248,39.843,0.055,0.59,163.79,0,2.187,202.135,1.033,0,0,25.413,30.851,31.311,63.359,138.776,202.135,,1,0.003025548,0.996974452,0.676013031,0.674028834,7.03616E-06,0.325971166,0.490483595,0.45142108,0.197110842,0.000272095,0.002918841,0.810300047,0,0.010819502,1,0.005110446,0,0,0.125722908,0.15262572,0.154901427,0.313448933,0.686551067,1
