NAICS,LineItems,Value,Percent,ReportID,Industry
236210,Long Term Debt,71136,29%,Liabilities & Equity,Industrial Building Construction
236210,Other Non-Current Liabilities,57704.72727,23%,Liabilities & Equity,Industrial Building Construction
236210,Net Worth,18405.81818,7%,Liabilities & Equity,Industrial Building Construction
236210,Total Liabilities & Equity,248727.2727,100%,Liabilities & Equity,Industrial Building Construction
333514,Cash,176055,12%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Accounts Receivables,378300,26%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Inventories,170235,12%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Other Current Assets,32010,2%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Total Current Assets,756600,52%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Fixed Assets,465600,32%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Intangibles,77115,5%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Other Non-Current Assets,155685,11%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Total Assets,1455000,100%,Assets,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Short Term Debt,117855,8%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Accounts Payable,129495,9%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Other Current Liabilities,122220,8%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Total Current Liabilities,453960,31%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Long Term Debt,363750,25%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Other Non-Current Liabilities,26190,2%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Net Worth,612555,42%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
333514,Total Liabilities & Equity,1455000,100%,Liabilities & Equity,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing"
517112,Cash,6476711,22%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Accounts Receivables,3106476.769,11%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Inventories,1553238.385,5%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Other Current Assets,1494625.615,5%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Total Current Assets,12631051.77,43%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Fixed Assets,10198621.85,35%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Intangibles,3018557.615,10%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Other Non-Current Assets,3487459.769,12%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Total Assets,29306384.62,100%,Assets,Wireless Telecommunications Carriers (except Satellite)
517112,Short Term Debt,2139366.077,7%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
517112,Accounts Payable,4132200.231,14%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
517112,Other Current Liabilities,4747634.308,16%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
517112,Total Current Liabilities,11957004.92,41%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
517112,Long Term Debt,4718327.923,16%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
517112,Other Non-Current Liabilities,1377400.077,5%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
517112,Net Worth,11077813.38,38%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
517112,Total Liabilities & Equity,29306384.62,100%,Liabilities & Equity,Wireless Telecommunications Carriers (except Satellite)
236220,Cash,83086.51163,36%,Assets,Commercial and Institutional Building Construction
236220,Accounts Receivables,36745.30233,16%,Assets,Commercial and Institutional Building Construction
236220,Inventories,12872.55814,6%,Assets,Commercial and Institutional Building Construction
236220,Other Current Assets,7489.488372,3%,Assets,Commercial and Institutional Building Construction
236220,Total Current Assets,140193.8605,60%,Assets,Commercial and Institutional Building Construction
236220,Fixed Assets,67873.48837,29%,Assets,Commercial and Institutional Building Construction
236220,Intangibles,4914.976744,2%,Assets,Commercial and Institutional Building Construction
236220,Other Non-Current Assets,20830.13953,9%,Assets,Commercial and Institutional Building Construction
236220,Total Assets,234046.5116,100%,Assets,Commercial and Institutional Building Construction
236220,Short Term Debt,31830.32558,14%,Liabilities & Equity,Commercial and Institutional Building Construction
236220,Accounts Payable,25277.02326,11%,Liabilities & Equity,Commercial and Institutional Building Construction
236220,Other Current Liabilities,39319.81395,17%,Liabilities & Equity,Commercial and Institutional Building Construction
236220,Total Current Liabilities,113044.4651,48%,Liabilities & Equity,Commercial and Institutional Building Construction
236220,Long Term Debt,52660.46512,23%,Liabilities & Equity,Commercial and Institutional Building Construction
236220,Other Non-Current Liabilities,13106.60465,6%,Liabilities & Equity,Commercial and Institutional Building Construction
236220,Net Worth,54766.88372,23%,Liabilities & Equity,Commercial and Institutional Building Construction
236220,Total Liabilities & Equity,234046.5116,100%,Liabilities & Equity,Commercial and Institutional Building Construction
333515,Cash,163044,14%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Accounts Receivables,392470.2,34%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Inventories,282997.8,24%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Other Current Assets,23292,2%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Total Current Assets,861804,74%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Fixed Assets,246895.2,21%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Intangibles,29115,3%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Other Non-Current Assets,26785.8,2%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Total Assets,1164600,100%,Assets,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Short Term Debt,57065.4,5%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Accounts Payable,138587.4,12%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Other Current Liabilities,239907.6,21%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Total Current Liabilities,471663,41%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Long Term Debt,242236.8,21%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Other Non-Current Liabilities,151398,13%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Net Worth,299302.2,26%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
333515,Total Liabilities & Equity,1164600,100%,Liabilities & Equity,Cutting Tool and Machine Tool Accessory Manufacturing
517121,Cash,13524224.47,14%,Assets,Telecommunications Resellers
517121,Accounts Receivables,25589000.26,26%,Assets,Telecommunications Resellers
517121,Inventories,8756692.105,9%,Assets,Telecommunications Resellers
517121,Other Current Assets,7102650.263,7%,Assets,Telecommunications Resellers
517121,Total Current Assets,54972567.11,57%,Assets,Telecommunications Resellers
517121,Fixed Assets,16540418.42,17%,Assets,Telecommunications Resellers
517121,Intangibles,14302597.11,15%,Assets,Telecommunications Resellers
517121,Other Non-Current Assets,11480996.32,12%,Assets,Telecommunications Resellers
517121,Total Assets,97296578.95,100%,Assets,Telecommunications Resellers
517121,Short Term Debt,3308083.684,3%,Liabilities & Equity,Telecommunications Resellers
517121,Accounts Payable,21113357.63,22%,Liabilities & Equity,Telecommunications Resellers
517121,Other Current Liabilities,15956638.95,16%,Liabilities & Equity,Telecommunications Resellers
517121,Total Current Liabilities,43199681.05,44%,Liabilities & Equity,Telecommunications Resellers
517121,Long Term Debt,27145745.53,28%,Liabilities & Equity,Telecommunications Resellers
517121,Other Non-Current Liabilities,20626874.74,21%,Liabilities & Equity,Telecommunications Resellers
517121,Net Worth,5351311.842,6%,Liabilities & Equity,Telecommunications Resellers
517121,Total Liabilities & Equity,97296578.95,100%,Liabilities & Equity,Telecommunications Resellers
237110,Cash,279928.75,24%,Assets,Water and Sewer Line and Related Structures Construction
237110,Accounts Receivables,283442.5,24%,Assets,Water and Sewer Line and Related Structures Construction
237110,Inventories,72617.5,6%,Assets,Water and Sewer Line and Related Structures Construction
237110,Other Current Assets,140550,12%,Assets,Water and Sewer Line and Related Structures Construction
237110,Total Current Assets,776538.75,66%,Assets,Water and Sewer Line and Related Structures Construction
237110,Fixed Assets,340833.75,29%,Assets,Water and Sewer Line and Related Structures Construction
237110,Intangibles,8198.75,1%,Assets,Water and Sewer Line and Related Structures Construction
237110,Other Non-Current Assets,45678.75,4%,Assets,Water and Sewer Line and Related Structures Construction
237110,Total Assets,1171250,100%,Assets,Water and Sewer Line and Related Structures Construction
237110,Short Term Debt,101898.75,9%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
237110,Accounts Payable,83158.75,7%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
237110,Other Current Liabilities,189742.5,16%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
237110,Total Current Liabilities,423992.5,36%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
237110,Long Term Debt,238935,20%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
237110,Other Non-Current Liabilities,0,0%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
237110,Net Worth,502466.25,43%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
237110,Total Liabilities & Equity,1171250,100%,Liabilities & Equity,Water and Sewer Line and Related Structures Construction
333517,Cash,860645.2381,19%,Assets,Machine Tool Manufacturing
333517,Accounts Receivables,989511.9048,22%,Assets,Machine Tool Manufacturing
333517,Inventories,971102.381,21%,Assets,Machine Tool Manufacturing
333517,Other Current Assets,110457.1429,2%,Assets,Machine Tool Manufacturing
333517,Total Current Assets,2927114.286,64%,Assets,Machine Tool Manufacturing
333517,Fixed Assets,1376111.905,30%,Assets,Machine Tool Manufacturing
333517,Intangibles,119661.9048,3%,Assets,Machine Tool Manufacturing
333517,Other Non-Current Assets,174890.4762,4%,Assets,Machine Tool Manufacturing
333517,Total Assets,4602380.952,100%,Assets,Machine Tool Manufacturing
333517,Short Term Debt,368190.4762,8%,Liabilities & Equity,Machine Tool Manufacturing
333517,Accounts Payable,340576.1905,7%,Liabilities & Equity,Machine Tool Manufacturing
333517,Other Current Liabilities,266938.0952,6%,Liabilities & Equity,Machine Tool Manufacturing
333517,Total Current Liabilities,1173607.143,26%,Liabilities & Equity,Machine Tool Manufacturing
333517,Long Term Debt,805416.6667,18%,Liabilities & Equity,Machine Tool Manufacturing
333517,Other Non-Current Liabilities,276142.8571,6%,Liabilities & Equity,Machine Tool Manufacturing
333517,Net Worth,2328804.762,51%,Liabilities & Equity,Machine Tool Manufacturing
333517,Total Liabilities & Equity,4602380.952,100%,Liabilities & Equity,Machine Tool Manufacturing
517810,Cash,834139.4118,18%,Assets,All Other Telecommunications
517810,Accounts Receivables,1326187.941,28%,Assets,All Other Telecommunications
517810,Inventories,712298.8235,15%,Assets,All Other Telecommunications
517810,Other Current Assets,201505.5882,4%,Assets,All Other Telecommunications
517810,Total Current Assets,3074131.765,66%,Assets,All Other Telecommunications
517810,Fixed Assets,670123.2353,14%,Assets,All Other Telecommunications
517810,Intangibles,360835.5882,8%,Assets,All Other Telecommunications
517810,Other Non-Current Assets,581085.8824,12%,Assets,All Other Telecommunications
517810,Total Assets,4686176.471,100%,Assets,All Other Telecommunications
517810,Short Term Debt,384266.4706,8%,Liabilities & Equity,All Other Telecommunications
517810,Accounts Payable,1152799.412,25%,Liabilities & Equity,All Other Telecommunications
517810,Other Current Liabilities,370207.9412,8%,Liabilities & Equity,All Other Telecommunications
517810,Total Current Liabilities,2136896.471,46%,Liabilities & Equity,All Other Telecommunications
517810,Long Term Debt,1087192.941,23%,Liabilities & Equity,All Other Telecommunications
517810,Other Non-Current Liabilities,290542.9412,6%,Liabilities & Equity,All Other Telecommunications
517810,Net Worth,1171544.118,25%,Liabilities & Equity,All Other Telecommunications
517810,Total Liabilities & Equity,4686176.471,100%,Liabilities & Equity,All Other Telecommunications
237120,Cash,404815.3571,7%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Accounts Receivables,2721604.786,44%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Inventories,342536.0714,6%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Other Current Assets,529373.9286,9%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Total Current Assets,4004558.071,64%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Fixed Assets,1457335.286,23%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Intangibles,186837.8571,3%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Other Non-Current Assets,585425.2857,9%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Total Assets,6227928.571,100%,Assets,Oil and Gas Pipeline and Related Structures Construction
237120,Short Term Debt,523146,8%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
237120,Accounts Payable,672616.2857,11%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
237120,Other Current Liabilities,766035.2143,12%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
237120,Total Current Liabilities,2597046.214,42%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
237120,Long Term Debt,896821.7143,14%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
237120,Other Non-Current Liabilities,242889.2143,4%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
237120,Net Worth,2484943.5,40%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
237120,Total Liabilities & Equity,6227928.571,100%,Liabilities & Equity,Oil and Gas Pipeline and Related Structures Construction
333519,Cash,1366586.286,25%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Accounts Receivables,1272909,23%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Inventories,931262.4286,17%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Other Current Assets,336136.1429,6%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Total Current Assets,3906893.857,71%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Fixed Assets,1080044,20%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Intangibles,165312.8571,3%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Other Non-Current Assets,358177.8571,7%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Total Assets,5510428.571,100%,Assets,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Short Term Debt,297563.1429,5%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Accounts Payable,275521.4286,5%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Other Current Liabilities,936772.8571,17%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Total Current Liabilities,1620066,29%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Long Term Debt,787991.2857,14%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Other Non-Current Liabilities,639209.7143,12%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Net Worth,2457651.143,45%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
333519,Total Liabilities & Equity,5510428.571,100%,Liabilities & Equity,Rolling Mill and Other Metalworking Machinery Manufacturing
518210,Cash,250483.5789,21%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Accounts Receivables,392266.7368,33%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Inventories,16541.36842,1%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Other Current Assets,8270.684211,1%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Total Current Assets,666380.8421,56%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Fixed Assets,288292.4211,24%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Intangibles,67347,6%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Other Non-Current Assets,159506.0526,14%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Total Assets,1181526.316,100%,Assets,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Short Term Debt,172502.8421,15%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Accounts Payable,77980.73684,7%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Other Current Liabilities,70891.57895,6%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Total Current Liabilities,350913.3158,30%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Long Term Debt,404082,34%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Other Non-Current Liabilities,7089.157895,1%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Net Worth,415897.2632,35%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
518210,Total Liabilities & Equity,1181526.316,100%,Liabilities & Equity,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
237130,Cash,201458.4,16%,Assets,Power and Communication Line and Related Structures Construction
237130,Accounts Receivables,322850,25%,Assets,Power and Communication Line and Related Structures Construction
237130,Inventories,73609.8,6%,Assets,Power and Communication Line and Related Structures Construction
237130,Other Current Assets,82649.6,6%,Assets,Power and Communication Line and Related Structures Construction
237130,Total Current Assets,680567.8,53%,Assets,Power and Communication Line and Related Structures Construction
237130,Fixed Assets,451990,35%,Assets,Power and Communication Line and Related Structures Construction
237130,Intangibles,148511,12%,Assets,Power and Communication Line and Related Structures Construction
237130,Other Non-Current Assets,10331.2,1%,Assets,Power and Communication Line and Related Structures Construction
237130,Total Assets,1291400,100%,Assets,Power and Communication Line and Related Structures Construction
237130,Short Term Debt,114934.6,9%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
237130,Accounts Payable,67152.8,5%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
237130,Other Current Liabilities,176921.8,14%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
237130,Total Current Liabilities,402916.8,31%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
237130,Long Term Debt,295730.6,23%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
237130,Other Non-Current Liabilities,0,0%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
237130,Net Worth,591461.2,46%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
237130,Total Liabilities & Equity,1291400,100%,Liabilities & Equity,Power and Communication Line and Related Structures Construction
333912,Cash,4577112.81,5%,Assets,Air and Gas Compressor Manufacturing
333912,Accounts Receivables,17963008.76,21%,Assets,Air and Gas Compressor Manufacturing
333912,Inventories,24958218.9,29%,Assets,Air and Gas Compressor Manufacturing
333912,Other Current Assets,2418097.333,3%,Assets,Air and Gas Compressor Manufacturing
333912,Total Current Assets,50002798.43,58%,Assets,Air and Gas Compressor Manufacturing
333912,Fixed Assets,16063075.14,19%,Assets,Air and Gas Compressor Manufacturing
333912,Intangibles,17444845.05,20%,Assets,Air and Gas Compressor Manufacturing
333912,Other Non-Current Assets,2936261.048,3%,Assets,Air and Gas Compressor Manufacturing
333912,Total Assets,86360619.05,100%,Assets,Air and Gas Compressor Manufacturing
333912,Short Term Debt,3108982.286,4%,Liabilities & Equity,Air and Gas Compressor Manufacturing
333912,Accounts Payable,6736128.286,8%,Liabilities & Equity,Air and Gas Compressor Manufacturing
333912,Other Current Liabilities,10449634.9,12%,Liabilities & Equity,Air and Gas Compressor Manufacturing
333912,Total Current Liabilities,22626482.19,26%,Liabilities & Equity,Air and Gas Compressor Manufacturing
333912,Long Term Debt,12004126.05,14%,Liabilities & Equity,Air and Gas Compressor Manufacturing
333912,Other Non-Current Liabilities,1554491.143,2%,Liabilities & Equity,Air and Gas Compressor Manufacturing
333912,Net Worth,50002798.43,58%,Liabilities & Equity,Air and Gas Compressor Manufacturing
333912,Total Liabilities & Equity,86360619.05,100%,Liabilities & Equity,Air and Gas Compressor Manufacturing
519290,Cash,34572018.18,20%,Assets,Web Search Portals and All Other Information Services
519290,Accounts Receivables,28349054.91,16%,Assets,Web Search Portals and All Other Information Services
519290,Inventories,0,0%,Assets,Web Search Portals and All Other Information Services
519290,Other Current Assets,8297284.364,5%,Assets,Web Search Portals and All Other Information Services
519290,Total Current Assets,71045497.36,41%,Assets,Web Search Portals and All Other Information Services
519290,Fixed Assets,10371605.45,6%,Assets,Web Search Portals and All Other Information Services
519290,Intangibles,76577020.27,44%,Assets,Web Search Portals and All Other Information Services
519290,Other Non-Current Assets,14865967.82,9%,Assets,Web Search Portals and All Other Information Services
519290,Total Assets,172860090.9,100%,Assets,Web Search Portals and All Other Information Services
519290,Short Term Debt,2247181.182,1%,Liabilities & Equity,Web Search Portals and All Other Information Services
519290,Accounts Payable,9334444.909,5%,Liabilities & Equity,Web Search Portals and All Other Information Services
519290,Other Current Liabilities,32843417.27,19%,Liabilities & Equity,Web Search Portals and All Other Information Services
519290,Total Current Liabilities,67415435.45,39%,Liabilities & Equity,Web Search Portals and All Other Information Services
519290,Long Term Debt,56525249.73,33%,Liabilities & Equity,Web Search Portals and All Other Information Services
519290,Other Non-Current Liabilities,6914403.636,4%,Liabilities & Equity,Web Search Portals and All Other Information Services
519290,Net Worth,39757820.91,23%,Liabilities & Equity,Web Search Portals and All Other Information Services
519290,Total Liabilities & Equity,172860090.9,100%,Liabilities & Equity,Web Search Portals and All Other Information Services
237210,Cash,175254.5455,14%,Assets,Land Subdivision
237210,Accounts Receivables,86410.22727,7%,Assets,Land Subdivision
237210,Inventories,267750,22%,Assets,Land Subdivision
237210,Other Current Assets,139960.2273,12%,Assets,Land Subdivision
237210,Total Current Assets,669375,55%,Assets,Land Subdivision
237210,Fixed Assets,445438.6364,37%,Assets,Land Subdivision
237210,Intangibles,17038.63636,1%,Assets,Land Subdivision
237210,Other Non-Current Assets,86410.22727,7%,Assets,Land Subdivision
237210,Total Assets,1217045.455,100%,Assets,Land Subdivision
237210,Short Term Debt,82759.09091,7%,Liabilities & Equity,Land Subdivision
237210,Accounts Payable,25557.95455,2%,Liabilities & Equity,Land Subdivision
237210,Other Current Liabilities,93712.5,8%,Liabilities & Equity,Land Subdivision
237210,Total Current Liabilities,284788.6364,23%,Liabilities & Equity,Land Subdivision
237210,Long Term Debt,522112.5,43%,Liabilities & Equity,Land Subdivision
237210,Other Non-Current Liabilities,170386.3636,14%,Liabilities & Equity,Land Subdivision
237210,Net Worth,239757.9545,20%,Liabilities & Equity,Land Subdivision
237210,Total Liabilities & Equity,1217045.455,100%,Liabilities & Equity,Land Subdivision
333914,Cash,2604680.182,11%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Accounts Receivables,5474651.864,23%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Inventories,9719315.864,40%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Other Current Assets,458230.7727,2%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Total Current Assets,18232761.27,76%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Fixed Assets,3472906.909,14%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Intangibles,434113.3636,2%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Other Non-Current Assets,1977627.545,8%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Total Assets,24117409.09,100%,Assets,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Short Term Debt,771757.0909,3%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Accounts Payable,2363506.091,10%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Other Current Liabilities,3448789.5,14%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Total Current Liabilities,6825226.773,28%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Long Term Debt,1350574.909,6%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Other Non-Current Liabilities,651170.0455,3%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Net Worth,15218085.14,63%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
333914,Total Liabilities & Equity,24117409.09,100%,Liabilities & Equity,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing"
522220,Cash,252488.25,21%,Assets,Sales Financing
522220,Accounts Receivables,354947.25,29%,Assets,Sales Financing
522220,Inventories,78064,6%,Assets,Sales Financing
522220,Other Current Assets,151249,12%,Assets,Sales Financing
522220,Total Current Assets,836748.5,69%,Assets,Sales Financing
522220,Fixed Assets,232972.25,19%,Assets,Sales Financing
522220,Intangibles,0,0%,Assets,Sales Financing
522220,Other Non-Current Assets,150029.25,12%,Assets,Sales Financing
522220,Total Assets,1219750,100%,Assets,Sales Financing
522220,Short Term Debt,178083.5,15%,Liabilities & Equity,Sales Financing
522220,Accounts Payable,69525.75,6%,Liabilities & Equity,Sales Financing
522220,Other Current Liabilities,269564.75,22%,Liabilities & Equity,Sales Financing
522220,Total Current Liabilities,604996,50%,Liabilities & Equity,Sales Financing
522220,Long Term Debt,107338,9%,Liabilities & Equity,Sales Financing
522220,Other Non-Current Liabilities,323233.75,27%,Liabilities & Equity,Sales Financing
522220,Net Worth,184182.25,15%,Liabilities & Equity,Sales Financing
522220,Total Liabilities & Equity,1219750,100%,Liabilities & Equity,Sales Financing
237310,Cash,354616.8,28%,Assets,"Highway, Street, and Bridge Construction"
237310,Accounts Receivables,301041.6,24%,Assets,"Highway, Street, and Bridge Construction"
237310,Inventories,30614.4,2%,Assets,"Highway, Street, and Bridge Construction"
237310,Other Current Assets,29338.8,2%,Assets,"Highway, Street, and Bridge Construction"
237310,Total Current Assets,715611.6,56%,Assets,"Highway, Street, and Bridge Construction"
237310,Fixed Assets,465594,37%,Assets,"Highway, Street, and Bridge Construction"
237310,Intangibles,12756,1%,Assets,"Highway, Street, and Bridge Construction"
237310,Other Non-Current Assets,80362.8,6%,Assets,"Highway, Street, and Bridge Construction"
237310,Total Assets,1275600,100%,Assets,"Highway, Street, and Bridge Construction"
237310,Short Term Debt,100772.4,8%,Liabilities & Equity,"Highway, Street, and Bridge Construction"
237310,Accounts Payable,123733.2,10%,Liabilities & Equity,"Highway, Street, and Bridge Construction"
237310,Other Current Liabilities,145418.4,11%,Liabilities & Equity,"Highway, Street, and Bridge Construction"
237310,Total Current Liabilities,431152.8,34%,Liabilities & Equity,"Highway, Street, and Bridge Construction"
237310,Long Term Debt,383955.6,30%,Liabilities & Equity,"Highway, Street, and Bridge Construction"
