Code,Indicator,Year,Index,% Change
F402,Percentage of smokers,2000,23.1,-0.2
F402,Percentage of smokers,2001,22.6,-0.5
F402,Percentage of smokers,2002,22.3,-0.3
F402,Percentage of smokers,2003,21.5,-0.8
F402,Percentage of smokers,2004,20.8,-0.7
F402,Percentage of smokers,2005,20.8,0
F402,Percentage of smokers,2006,20.8,0
F402,Percentage of smokers,2007,19.7,-1.1
F402,Percentage of smokers,2008,20.4,0.7
F402,Percentage of smokers,2009,20.6,0.2
F402,Percentage of smokers,2010,19.4,-1.2
F402,Percentage of smokers,2011,18.9,-0.5
F402,Percentage of smokers,2012,18.1,-0.8
F402,Percentage of smokers,2013,17.9,-0.2
F402,Percentage of smokers,2014,16.9,-1
F402,Percentage of smokers,2015,15.2,-1.7
F402,Percentage of smokers,2016,15.5,0.3
F402,Percentage of smokers,2017,14,-1.5
F402,Percentage of smokers,2018,13.8,-0.2
F402,Percentage of smokers,2019,14,0.2
F402,Percentage of smokers,2020,12.5,-1.5
F402,Percentage of smokers,2021,11.5,-1
F402,Percentage of smokers,2022,11.74,0.2
F402,Percentage of smokers,2023,11.55,-0.2
F402,Percentage of smokers,2024,11.1,-0.5
F402,Percentage of smokers,2025,10.64,-0.5
F402,Percentage of smokers,2026,10.2,-0.5
F402,Percentage of smokers,2027,9.75,-0.5
F402,Percentage of smokers,2028,9.37,-0.4
F402,Percentage of smokers,2029,8.92,-0.5
F402,Percentage of smokers,2030,8.35,-0.6
E203,UK pound sterling exchange rate,1980,0.45,0
E203,UK pound sterling exchange rate,1981,0.51,14.4
E203,UK pound sterling exchange rate,1982,0.59,15.8
E203,UK pound sterling exchange rate,1983,0.68,14.9
E203,UK pound sterling exchange rate,1984,0.78,14.3
E203,UK pound sterling exchange rate,1985,0.8,3
E203,UK pound sterling exchange rate,1986,0.71,-12
E203,UK pound sterling exchange rate,1987,0.63,-10.9
E203,UK pound sterling exchange rate,1988,0.58,-7.6
E203,UK pound sterling exchange rate,1989,0.63,8.3
E203,UK pound sterling exchange rate,1990,0.58,-7.8
E203,UK pound sterling exchange rate,1991,0.59,1
E203,UK pound sterling exchange rate,1992,0.59,-0.4
E203,UK pound sterling exchange rate,1993,0.69,17.6
E203,UK pound sterling exchange rate,1994,0.68,-2
E203,UK pound sterling exchange rate,1995,0.66,-3
E203,UK pound sterling exchange rate,1996,0.67,1.5
E203,UK pound sterling exchange rate,1997,0.64,-4.7
E203,UK pound sterling exchange rate,1998,0.62,-1.6
E203,UK pound sterling exchange rate,1999,0.64,2.5
E203,UK pound sterling exchange rate,2000,0.68,6.3
E203,UK pound sterling exchange rate,2001,0.73,6.5
E203,UK pound sterling exchange rate,2002,0.69,-4.6
E203,UK pound sterling exchange rate,2003,0.64,-8.1
E203,UK pound sterling exchange rate,2004,0.57,-11.2
E203,UK pound sterling exchange rate,2005,0.57,0.7
E203,UK pound sterling exchange rate,2006,0.56,-1.3
E203,UK pound sterling exchange rate,2007,0.51,-8.7
E203,UK pound sterling exchange rate,2008,0.56,9.2
E203,UK pound sterling exchange rate,2009,0.66,18
E203,UK pound sterling exchange rate,2010,0.68,2.2
E203,UK pound sterling exchange rate,2011,0.65,-4.4
E203,UK pound sterling exchange rate,2012,0.66,1.6
E203,UK pound sterling exchange rate,2013,0.66,1.4
E203,UK pound sterling exchange rate,2014,0.63,-4.7
E203,UK pound sterling exchange rate,2015,0.68,7.4
E203,UK pound sterling exchange rate,2016,0.77,12.8
E203,UK pound sterling exchange rate,2017,0.81,5.6
E203,UK pound sterling exchange rate,2018,0.78,-3.2
E203,UK pound sterling exchange rate,2019,0.82,4.7
E203,UK pound sterling exchange rate,2020,0.82,-0.5
E203,UK pound sterling exchange rate,2021,0.76,-6.8
E203,UK pound sterling exchange rate,2022,0.84,10.4
E203,UK pound sterling exchange rate,2023,0.84,-0.2
E203,UK pound sterling exchange rate,2024,0.78,-6.7
E203,UK pound sterling exchange rate,2025,0.79,0.3
E203,UK pound sterling exchange rate,2026,0.76,-3.7
E203,UK pound sterling exchange rate,2027,0.75,-1.1
E203,UK pound sterling exchange rate,2028,0.74,-1.1
E203,UK pound sterling exchange rate,2029,0.73,-1.1
E203,UK pound sterling exchange rate,2030,0.73,-0.4
E102,Yield on 10-year Treasury note,1980,11.46,0
E102,Yield on 10-year Treasury note,1981,13.91,2.5
E102,Yield on 10-year Treasury note,1982,13,-0.9
E102,Yield on 10-year Treasury note,1983,11.11,-1.9
E102,Yield on 10-year Treasury note,1984,12.44,1.3
E102,Yield on 10-year Treasury note,1985,10.62,-1.8
E102,Yield on 10-year Treasury note,1986,7.68,-2.9
E102,Yield on 10-year Treasury note,1987,8.38,0.7
E102,Yield on 10-year Treasury note,1988,8.85,0.5
E102,Yield on 10-year Treasury note,1989,8.5,-0.4
E102,Yield on 10-year Treasury note,1990,8.55,0.1
E102,Yield on 10-year Treasury note,1991,7.86,-0.7
E102,Yield on 10-year Treasury note,1992,7.01,-0.9
E102,Yield on 10-year Treasury note,1993,5.87,-1.1
E102,Yield on 10-year Treasury note,1994,7.08,1.2
E102,Yield on 10-year Treasury note,1995,6.58,-0.5
E102,Yield on 10-year Treasury note,1996,6.44,-0.1
E102,Yield on 10-year Treasury note,1997,6.35,-0.1
E102,Yield on 10-year Treasury note,1998,5.26,-1.1
E102,Yield on 10-year Treasury note,1999,5.64,0.4
E102,Yield on 10-year Treasury note,2000,6.03,0.4
E102,Yield on 10-year Treasury note,2001,5.02,-1
E102,Yield on 10-year Treasury note,2002,4.61,-0.4
E102,Yield on 10-year Treasury note,2003,4.02,-0.6
E102,Yield on 10-year Treasury note,2004,4.27,0.3
E102,Yield on 10-year Treasury note,2005,4.29,0
E102,Yield on 10-year Treasury note,2006,4.79,0.5
E102,Yield on 10-year Treasury note,2007,4.63,-0.2
E102,Yield on 10-year Treasury note,2008,3.67,-1
E102,Yield on 10-year Treasury note,2009,3.26,-0.4
E102,Yield on 10-year Treasury note,2010,3.21,0
E102,Yield on 10-year Treasury note,2011,2.79,-0.4
E102,Yield on 10-year Treasury note,2012,1.8,-1
E102,Yield on 10-year Treasury note,2013,2.35,0.6
E102,Yield on 10-year Treasury note,2014,2.54,0.2
E102,Yield on 10-year Treasury note,2015,2.14,-0.4
E102,Yield on 10-year Treasury note,2016,1.84,-0.3
E102,Yield on 10-year Treasury note,2017,2.33,0.5
E102,Yield on 10-year Treasury note,2018,2.91,0.6
E102,Yield on 10-year Treasury note,2019,2.14,-0.8
E102,Yield on 10-year Treasury note,2020,0.89,-1.3
E102,Yield on 10-year Treasury note,2021,1.44,0.6
E102,Yield on 10-year Treasury note,2022,2.95,1.5
E102,Yield on 10-year Treasury note,2023,3.96,1
E102,Yield on 10-year Treasury note,2024,4.06,0.1
E102,Yield on 10-year Treasury note,2025,3.86,-0.2
E102,Yield on 10-year Treasury note,2026,3.73,-0.1
E102,Yield on 10-year Treasury note,2027,3.84,0.1
E102,Yield on 10-year Treasury note,2028,3.84,0
E102,Yield on 10-year Treasury note,2029,3.89,0.1
E102,Yield on 10-year Treasury note,2030,3.92,0
A5226,World price of lead,1980,905.36,0
A5226,World price of lead,1981,725.87,-19.8
A5226,World price of lead,1982,545.83,-24.8
A5226,World price of lead,1983,425.31,-22.1
A5226,World price of lead,1984,441.95,3.9
A5226,World price of lead,1985,390.68,-11.6
A5226,World price of lead,1986,405.65,3.8
A5226,World price of lead,1987,596.35,47
A5226,World price of lead,1988,655.51,9.9
A5226,World price of lead,1989,672.64,2.6
A5226,World price of lead,1990,809.5,20.3
A5226,World price of lead,1991,557.8,-31.1
A5226,World price of lead,1992,543.51,-2.6
A5226,World price of lead,1993,407.34,-25.1
A5226,World price of lead,1994,548.72,34.7
A5226,World price of lead,1995,629.29,14.7
A5226,World price of lead,1996,774.13,23
A5226,World price of lead,1997,623.06,-19.5
A5226,World price of lead,1998,526.92,-15.4
A5226,World price of lead,1999,501.76,-4.8
A5226,World price of lead,2000,454.17,-9.5
A5226,World price of lead,2001,476.36,4.9
A5226,World price of lead,2002,452.25,-5.1
A5226,World price of lead,2003,514.19,13.7
A5226,World price of lead,2004,881.94,71.5
A5226,World price of lead,2005,974.37,10.5
A5226,World price of lead,2006,1288.42,32.2
A5226,World price of lead,2007,2579.12,100.2
A5226,World price of lead,2008,2093.32,-18.8
A5226,World price of lead,2009,1719.05,-17.9
A5226,World price of lead,2010,2148.18,25
A5226,World price of lead,2011,2400.71,11.8
A5226,World price of lead,2012,2063.56,-14.1
A5226,World price of lead,2013,2139.75,3.7
A5226,World price of lead,2014,2095.46,-2.1
A5226,World price of lead,2015,1787.82,-14.7
A5226,World price of lead,2016,1866.65,4.4
A5226,World price of lead,2017,2314.67,24
A5226,World price of lead,2018,2240.44,-3.2
A5226,World price of lead,2019,1996.51,-10.9
A5226,World price of lead,2020,1824.93,-8.6
A5226,World price of lead,2021,2200.43,20.6
A5226,World price of lead,2022,2152.73,-2.2
A5226,World price of lead,2023,2136.21,-0.8
A5226,World price of lead,2024,2104.34,-1.5
A5226,World price of lead,2025,2093.57,-0.5
A5226,World price of lead,2026,2123.5,1.4
A5226,World price of lead,2027,2155.1,1.5
A5226,World price of lead,2028,2177.1,1
A5226,World price of lead,2029,2185.52,0.4
A5226,World price of lead,2030,2202.19,0.8
A5226,World price of lead,2031,2224.61,1
A5229,World price of molybdenum,1980,20.7,0
A5229,World price of molybdenum,1981,14.1,-31.9
A5229,World price of molybdenum,1982,9.02,-36
A5229,World price of molybdenum,1983,8.05,-10.8
A5229,World price of molybdenum,1984,7.85,-2.5
A5229,World price of molybdenum,1985,7.16,-8.8
A5229,World price of molybdenum,1986,6.32,-11.7
A5229,World price of molybdenum,1987,6.4,1.3
A5229,World price of molybdenum,1988,7.6,18.8
A5229,World price of molybdenum,1989,7.42,-2.4
A5229,World price of molybdenum,1990,6.29,-15.2
A5229,World price of molybdenum,1991,5.25,-16.5
A5229,World price of molybdenum,1992,4.86,-7.4
A5229,World price of molybdenum,1993,5.16,6.2
A5229,World price of molybdenum,1994,10.5,103.5
A5229,World price of molybdenum,1995,17.4,65.7
A5229,World price of molybdenum,1996,8.34,-52.1
A5229,World price of molybdenum,1997,9.47,13.5
A5229,World price of molybdenum,1998,7.5,-20.8
A5229,World price of molybdenum,1999,5.85,-22
A5229,World price of molybdenum,2000,5.63,-3.8
A5229,World price of molybdenum,2001,5.19,-7.8
A5229,World price of molybdenum,2002,8.28,59.5
A5229,World price of molybdenum,2003,11.8,42.5
A5229,World price of molybdenum,2004,36.7,211
A5229,World price of molybdenum,2005,70.1,91
A5229,World price of molybdenum,2006,54.62,-22.1
A5229,World price of molybdenum,2007,66.79,22.3
A5229,World price of molybdenum,2008,62.99,-5.7
A5229,World price of molybdenum,2009,25.84,-59
A5229,World price of molybdenum,2010,34.83,34.8
A5229,World price of molybdenum,2011,34.34,-1.4
A5229,World price of molybdenum,2012,28.09,-18.2
A5229,World price of molybdenum,2013,22.85,-18.7
A5229,World price of molybdenum,2014,25.84,13.1
A5229,World price of molybdenum,2015,15.1,-41.6
A5229,World price of molybdenum,2016,14.4,-4.6
A5229,World price of molybdenum,2017,18.06,25.4
A5229,World price of molybdenum,2018,27.04,49.7
A5229,World price of molybdenum,2019,26.5,-2
A5229,World price of molybdenum,2020,19.9,-24.9
A5229,World price of molybdenum,2021,35.3,77.4
A5229,World price of molybdenum,2022,41.35,17.1
A5229,World price of molybdenum,2023,55.6,34.5
A5229,World price of molybdenum,2024,41.43,-25.5
A5229,World price of molybdenum,2025,42.92,3.6
A5229,World price of molybdenum,2026,42.3,-1.4
A5229,World price of molybdenum,2027,42.11,-0.5
A5229,World price of molybdenum,2028,41.55,-1.3
A5229,World price of molybdenum,2029,40.55,-2.4
A5229,World price of molybdenum,2030,42.17,4
A5212,World price of natural gas,1980,2.9,0
A5212,World price of natural gas,1981,3.29,13.3
A5212,World price of natural gas,1982,3.46,5
A5212,World price of natural gas,1983,3.32,-3.9
A5212,World price of natural gas,1984,3.21,-3.4
A5212,World price of natural gas,1985,3.08,-4
A5212,World price of natural gas,1986,2.79,-9.4
A5212,World price of natural gas,1987,2.13,-23.9
A5212,World price of natural gas,1988,2.02,-5
A5212,World price of natural gas,1989,1.89,-6.3
A5212,World price of natural gas,1990,2.26,19.3
A5212,World price of natural gas,1991,2.3,1.8
A5212,World price of natural gas,1992,2.17,-5.9
A5212,World price of natural gas,1993,2.4,10.7
A5212,World price of natural gas,1994,2.18,-9
A5212,World price of natural gas,1995,2.23,2
A5212,World price of natural gas,1996,2.79,25.4
A5212,World price of natural gas,1997,2.61,-6.4
A5212,World price of natural gas,1998,2.25,-13.7
A5212,World price of natural gas,1999,2.2,-2.3
A5212,World price of natural gas,2000,4.08,85.7
A5212,World price of natural gas,2001,4.01,-1.9
A5212,World price of natural gas,2002,3.2,-20.1
A5212,World price of natural gas,2003,4.7,46.7
A5212,World price of natural gas,2004,5.09,8.2
A5212,World price of natural gas,2005,7.62,49.8
A5212,World price of natural gas,2006,7.6,-0.4
A5212,World price of natural gas,2007,7.77,2.3
A5212,World price of natural gas,2008,11.13,43.3
A5212,World price of natural gas,2009,6.33,-43.1
A5212,World price of natural gas,2010,6.34,0.1
A5212,World price of natural gas,2011,7.26,14.5
A5212,World price of natural gas,2012,7.11,-2
A5212,World price of natural gas,2013,7.75,9
A5212,World price of natural gas,2014,7.21,-7
A5212,World price of natural gas,2015,4.72,-34.6
A5212,World price of natural gas,2016,3.53,-25.2
A5212,World price of natural gas,2017,4.34,23
A5212,World price of natural gas,2018,5.42,24.9
A5212,World price of natural gas,2019,3.68,-32
A5212,World price of natural gas,2020,2.63,-28.7
A5212,World price of natural gas,2021,9.98,279.9
A5212,World price of natural gas,2022,23.35,133.9
A5212,World price of natural gas,2023,7.77,-66.7
A5212,World price of natural gas,2024,8.39,8
A5212,World price of natural gas,2025,7.75,-7.7
A5212,World price of natural gas,2026,6.37,-17.8
A5212,World price of natural gas,2027,5.31,-16.6
A5212,World price of natural gas,2028,4.63,-13
A5212,World price of natural gas,2029,4.68,1.2
A5212,World price of natural gas,2030,4.04,-13.8
A5228,World price of nickel,1980,6518.68,0
A5228,World price of nickel,1981,5953.08,-8.7
A5228,World price of nickel,1982,4837.49,-18.7
A5228,World price of nickel,1983,4672.8,-3.4
A5228,World price of nickel,1984,4752.21,1.7
A5228,World price of nickel,1985,4899.04,3.1
A5228,World price of nickel,1986,3881.24,-20.8
A5228,World price of nickel,1987,4872.22,25.5
A5228,World price of nickel,1988,13778.32,182.8
A5228,World price of nickel,1989,13308.18,-3.4
A5228,World price of nickel,1990,8864.1,-33.4
A5228,World price of nickel,1991,8155.62,-8
A5228,World price of nickel,1992,7001.23,-14.2
A5228,World price of nickel,1993,5293.42,-24.4
A5228,World price of nickel,1994,6339.82,19.8
A5228,World price of nickel,1995,8228.04,29.8
A5228,World price of nickel,1996,7500.82,-8.8
A5228,World price of nickel,1997,6927.39,-7.7
A5228,World price of nickel,1998,4629.52,-33.2
A5228,World price of nickel,1999,6011.23,29.8
A5228,World price of nickel,2000,8637.74,43.7
A5228,World price of nickel,2001,5944.73,-31.2
A5228,World price of nickel,2002,6771.75,13.9
A5228,World price of nickel,2003,9629.47,42.2
A5228,World price of nickel,2004,13823.24,43.6
A5228,World price of nickel,2005,14743.96,6.7
A5228,World price of nickel,2006,24254.41,64.5
A5228,World price of nickel,2007,37229.81,53.5
A5228,World price of nickel,2008,21110.64,-43.3
A5228,World price of nickel,2009,14654.63,-30.6
A5228,World price of nickel,2010,21808.85,48.8
A5228,World price of nickel,2011,22910.36,5.1
A5228,World price of nickel,2012,17547.55,-23.4
A5228,World price of nickel,2013,15031.8,-14.3
A5228,World price of nickel,2014,16893.38,12.4
A5228,World price of nickel,2015,11862.64,-29.8
A5228,World price of nickel,2016,9595.18,-19.1
A5228,World price of nickel,2017,10409.64,8.5
A5228,World price of nickel,2018,13114.06,26
A5228,World price of nickel,2019,13913.91,6.1
A5228,World price of nickel,2020,13787.26,-0.9
A5228,World price of nickel,2021,18464.97,33.9
A5228,World price of nickel,2022,25833.73,39.9
A5228,World price of nickel,2023,28194.61,9.1
A5228,World price of nickel,2024,23788.69,-15.6
A5228,World price of nickel,2025,24079.07,1.2
A5228,World price of nickel,2026,23976.08,-0.4
A5228,World price of nickel,2027,24210.93,1
A5228,World price of nickel,2028,24317.2,0.4
A5228,World price of nickel,2029,24377.7,0.2
A5228,World price of nickel,2030,24479.39,0.4
A5233,World price of platinum,1980,679.1,0
A5233,World price of platinum,1981,447.48,-34.1
A5233,World price of platinum,1982,328.29,-26.6
A5233,World price of platinum,1983,423.31,28.9
A5233,World price of platinum,1984,357.81,-15.5
A5233,World price of platinum,1985,292.5,-18.3
A5233,World price of platinum,1986,465.04,59
A5233,World price of platinum,1987,555.72,19.5
A5233,World price of platinum,1988,530.34,-4.6
A5233,World price of platinum,1989,509.64,-3.9
A5233,World price of platinum,1990,471.59,-7.5
A5233,World price of platinum,1991,375.82,-20.3
A5233,World price of platinum,1992,359.69,-4.3
A5233,World price of platinum,1993,374.03,4
A5233,World price of platinum,1994,405.26,8.4
A5233,World price of platinum,1995,424.34,4.7
A5233,World price of platinum,1996,397.11,-6.4
A5233,World price of platinum,1997,394.92,-0.6
A5233,World price of platinum,1998,372.28,-5.7
A5233,World price of platinum,1999,376.95,1.3
A5233,World price of platinum,2000,544.63,44.5
A5233,World price of platinum,2001,529.53,-2.8
A5233,World price of platinum,2002,539.51,1.9
A5233,World price of platinum,2003,691.71,28.2
A5233,World price of platinum,2004,845.35,22.2
A5233,World price of platinum,2005,896.53,6.1
A5233,World price of platinum,2006,1140.78,27.2
A5233,World price of platinum,2007,1304.94,14.4
A5233,World price of platinum,2008,1574.5,20.7
A5233,World price of platinum,2009,1203.4,-23.6
A5233,World price of platinum,2010,1609.75,33.8
A5233,World price of platinum,2011,1719.48,6.8
A5233,World price of platinum,2012,1550.84,-9.8
A5233,World price of platinum,2013,1486.55,-4.2
A5233,World price of platinum,2014,1383.57,-6.9
A5233,World price of platinum,2015,1053.2,-23.9
A5233,World price of platinum,2016,987.09,-6.3
A5233,World price of platinum,2017,948.45,-3.9
A5233,World price of platinum,2018,879.55,-7.3
A5233,World price of platinum,2019,863.99,-1.8
A5233,World price of platinum,2020,883.39,2.2
A5233,World price of platinum,2021,1091.13,23.5
A5233,World price of platinum,2022,961.72,-11.9
A5233,World price of platinum,2023,966.36,0.5
A5233,World price of platinum,2024,1000.37,3.5
A5233,World price of platinum,2025,1050.39,5
A5233,World price of platinum,2026,988.51,-5.9
A5233,World price of platinum,2027,977.18,-1.2
A5233,World price of platinum,2028,984.88,0.8
A5233,World price of platinum,2029,988.05,0.3
A5233,World price of platinum,2030,997.26,0.9
A5233,World price of platinum,2031,1004.05,0.7
A5111,World price of rubber,1980,64.62,0
A5111,World price of rubber,1981,50.93,-21.2
A5111,World price of rubber,1982,38.9,-23.6
A5111,World price of rubber,1983,48.27,24.1
A5111,World price of rubber,1984,43.44,-10
A5111,World price of rubber,1985,34.41,-20.8
A5111,World price of rubber,1986,36.58,6.3
A5111,World price of rubber,1987,44.66,22.1
A5111,World price of rubber,1988,53.75,20.3
A5111,World price of rubber,1989,43.99,-18.2
A5111,World price of rubber,1990,39.22,-10.9
A5111,World price of rubber,1991,37.46,-4.5
A5111,World price of rubber,1992,39.08,4.3
A5111,World price of rubber,1993,37.71,-3.5
A5111,World price of rubber,1994,51.07,35.4
A5111,World price of rubber,1995,71.67,40.3
A5111,World price of rubber,1996,63.22,-11.8
A5111,World price of rubber,1997,46.15,-27
A5111,World price of rubber,1998,32.73,-29.1
A5111,World price of rubber,1999,28.51,-12.9
A5111,World price of rubber,2000,30.26,6.2
A5111,World price of rubber,2001,26.09,-13.8
A5111,World price of rubber,2002,34.7,33
A5111,World price of rubber,2003,49.11,41.5
A5111,World price of rubber,2004,58.08,18.3
A5111,World price of rubber,2005,67.49,16.2
A5111,World price of rubber,2006,94.29,39.7
A5111,World price of rubber,2007,102.65,8.9
A5111,World price of rubber,2008,117.31,14.3
A5111,World price of rubber,2009,87.12,-25.7
A5111,World price of rubber,2010,165.74,90.2
A5111,World price of rubber,2011,218.77,32
A5111,World price of rubber,2012,153.19,-30
A5111,World price of rubber,2013,126.76,-17.3
A5111,World price of rubber,2014,88.52,-30.2
A5111,World price of rubber,2015,71.27,-19.5
A5111,World price of rubber,2016,72.81,2.2
A5111,World price of rubber,2017,90.51,24.3
A5111,World price of rubber,2018,71,-21.6
A5111,World price of rubber,2019,74.41,4.8
A5111,World price of rubber,2020,78.38,5.3
A5111,World price of rubber,2021,93.94,19.8
A5111,World price of rubber,2022,82.11,-12.6
A5111,World price of rubber,2023,71.52,-12.9
A5111,World price of rubber,2024,85.99,20.2
A5111,World price of rubber,2025,87.09,1.3
A5111,World price of rubber,2026,90.33,3.7
A5111,World price of rubber,2027,93.55,3.6
A5111,World price of rubber,2028,96.64,3.3
A5111,World price of rubber,2029,97.55,0.9
A5111,World price of rubber,2030,100.36,2.9
A5111,World price of rubber,2031,105.51,5.1
A5232,World price of silver,1980,20.8,0
A5232,World price of silver,1981,10.52,-49.4
A5232,World price of silver,1982,7.93,-24.7
A5232,World price of silver,1983,11.43,44.1
A5232,World price of silver,1984,8.14,-28.7
A5232,World price of silver,1985,6.12,-24.9
A5232,World price of silver,1986,5.44,-11.1
A5232,World price of silver,1987,7.01,28.9
A5232,World price of silver,1988,6.53,-6.9
A5232,World price of silver,1989,5.51,-15.7
A5232,World price of silver,1990,4.83,-12.2
A5232,World price of silver,1991,4.05,-16.2
A5232,World price of silver,1992,3.95,-2.6
A5232,World price of silver,1993,4.31,9.2
A5232,World price of silver,1994,5.28,22.7
A5232,World price of silver,1995,5.2,-1.6
A5232,World price of silver,1996,5.2,0
A5232,World price of silver,1997,4.91,-5.7
A5232,World price of silver,1998,5.55,13.1
A5232,World price of silver,1999,5.22,-6.1
A5232,World price of silver,2000,4.95,-5
A5232,World price of silver,2001,4.38,-11.7
A5232,World price of silver,2002,4.6,5.1
A5232,World price of silver,2003,4.88,6
A5232,World price of silver,2004,6.66,36.5
A5232,World price of silver,2005,7.31,9.8
A5232,World price of silver,2006,11.56,58.2
A5232,World price of silver,2007,13.39,15.9
A5232,World price of silver,2008,15,12
A5232,World price of silver,2009,14.64,-2.4
A5232,World price of silver,2010,20.15,37.6
A5232,World price of silver,2011,35.22,74.8
A5232,World price of silver,2012,31.14,-11.6
A5232,World price of silver,2013,23.85,-23.4
A5232,World price of silver,2014,19.07,-20
A5232,World price of silver,2015,15.72,-17.6
A5232,World price of silver,2016,17.15,9.1
A5232,World price of silver,2017,17.07,-0.5
A5232,World price of silver,2018,15.71,-7.9
A5232,World price of silver,2019,16.22,3.2
A5232,World price of silver,2020,20.54,26.6
A5232,World price of silver,2021,25.16,22.5
A5232,World price of silver,2022,21.79,-13.4
A5232,World price of silver,2023,23.4,7.4
A5232,World price of silver,2024,27.5,17.5
A5232,World price of silver,2025,27.23,-1
A5232,World price of silver,2026,26.66,-2.1
A5232,World price of silver,2027,26.83,0.7
A5232,World price of silver,2028,27.22,1.5
A5232,World price of silver,2029,27.52,1.1
A5232,World price of silver,2030,27.84,1.1
A5232,World price of silver,2031,28.01,0.6
G109,World price of soybeans,1990,219.1,0
G109,World price of soybeans,1991,208.78,-4.7
G109,World price of soybeans,1992,209.8,0.5
G109,World price of soybeans,1993,230.14,9.7
G109,World price of soybeans,1994,229.51,-0.3
G109,World price of soybeans,1995,224.02,-2.4
G109,World price of soybeans,1996,277.46,23.9
G109,World price of soybeans,1997,280.6,1.1
G109,World price of soybeans,1998,223.29,-20.4
G109,World price of soybeans,1999,174.92,-21.7
G109,World price of soybeans,2000,183.05,4.6
G109,World price of soybeans,2001,168.75,-7.8
G109,World price of soybeans,2002,188.87,11.9
G109,World price of soybeans,2003,233.19,23.5
G109,World price of soybeans,2004,276.63,18.6
G109,World price of soybeans,2005,223.15,-19.3
G109,World price of soybeans,2006,217.45,-2.6
G109,World price of soybeans,2007,317.32,45.9
G109,World price of soybeans,2008,452.94,42.7
G109,World price of soybeans,2009,378.55,-16.4
G109,World price of soybeans,2010,384.95,1.7
G109,World price of soybeans,2011,484.25,25.8
G109,World price of soybeans,2012,537.76,11.1
G109,World price of soybeans,2013,517.2,-3.8
G109,World price of soybeans,2014,457.81,-11.5
G109,World price of soybeans,2015,347.36,-24.1
G109,World price of soybeans,2016,362.71,4.4
G109,World price of soybeans,2017,358.82,-1.1
G109,World price of soybeans,2018,342.53,-4.6
G109,World price of soybeans,2019,327,-4.5
G109,World price of soybeans,2020,349.88,7
G109,World price of soybeans,2021,505.1,44.4
G109,World price of soybeans,2022,569.69,12.8
G109,World price of soybeans,2023,520.48,-8.6
G109,World price of soybeans,2024,468.55,-10
G109,World price of soybeans,2025,470.35,0.4
G109,World price of soybeans,2026,462.41,-1.7
G109,World price of soybeans,2027,447.09,-3.3
G109,World price of soybeans,2028,450.14,0.7
G109,World price of soybeans,2029,453.7,0.8
G109,World price of soybeans,2030,454.23,0.1
F105,Number of immigrants,1980,0.52,0
F105,Number of immigrants,1981,0.6,13.5
F105,Number of immigrants,1982,0.53,-10.3
F105,Number of immigrants,1983,0.55,3.1
F105,Number of immigrants,1984,0.54,-1.5
F105,Number of immigrants,1985,0.57,4.9
F105,Number of immigrants,1986,0.6,5.6
F105,Number of immigrants,1987,0.6,0
F105,Number of immigrants,1988,0.64,6.9
F105,Number of immigrants,1989,1.09,70
F105,Number of immigrants,1990,1.54,40.9
F105,Number of immigrants,1991,1.83,18.9
F105,Number of immigrants,1992,0.97,-46.7
F105,Number of immigrants,1993,0.9,-7.1
F105,Number of immigrants,1994,0.8,-11.1
F105,Number of immigrants,1995,0.72,-10.4
F105,Number of immigrants,1996,0.92,27.1
F105,Number of immigrants,1997,0.8,-12.9
F105,Number of immigrants,1998,0.65,-18.1
F105,Number of immigrants,1999,0.64,-1.3
F105,Number of immigrants,2000,0.84,30.4
F105,Number of immigrants,2001,1.06,25.9
F105,Number of immigrants,2002,1.06,0
F105,Number of immigrants,2003,0.7,-33.6
F105,Number of immigrants,2004,0.96,36.2
F105,Number of immigrants,2005,1.12,17.2
F105,Number of immigrants,2006,1.27,12.8
F105,Number of immigrants,2007,1.05,-16.9
F105,Number of immigrants,2008,1.11,5.2
F105,Number of immigrants,2009,1.13,2.1
F105,Number of immigrants,2010,1.04,-7.8
F105,Number of immigrants,2011,1.06,1.9
F105,Number of immigrants,2012,1.03,-2.9
F105,Number of immigrants,2013,0.99,-4
F105,Number of immigrants,2014,1.02,2.6
F105,Number of immigrants,2015,1.05,3.4
F105,Number of immigrants,2016,1.18,12.6
F105,Number of immigrants,2017,1.13,-4.8
F105,Number of immigrants,2018,1.1,-2.7
F105,Number of immigrants,2019,1.03,-5.9
F105,Number of immigrants,2020,0.71,-31.5
F105,Number of immigrants,2021,0.74,4.6
F105,Number of immigrants,2022,1.02,37.6
F105,Number of immigrants,2023,1.05,3
F105,Number of immigrants,2024,1.07,1.7
F105,Number of immigrants,2025,1.07,0.5
F105,Number of immigrants,2026,1.08,1.1
F105,Number of immigrants,2027,1.09,0.6
F105,Number of immigrants,2028,1.1,0.6
F105,Number of immigrants,2029,1.1,0.5
F105,Number of immigrants,2030,1.11,0.5
A5214,World price of steaming coal,1980,42.94,0
A5214,World price of steaming coal,1981,50.82,18.4
A5214,World price of steaming coal,1982,54.77,7.8
A5214,World price of steaming coal,1983,38.19,-30.3
A5214,World price of steaming coal,1984,30.96,-18.9
A5214,World price of steaming coal,1985,33.75,9
A5214,World price of steaming coal,1986,31.13,-7.8
A5214,World price of steaming coal,1987,27.5,-11.7
A5214,World price of steaming coal,1988,34.88,26.8
A5214,World price of steaming coal,1989,38,9
